City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
470,Nouadhibou,MR,20.931,-17.0347,71.58,73,3,24.16,sand
471,Camabatela,AO,-8.1881,15.375,75.13,56,96,6.67,overcast clouds
472,Yar-Sale,RU,66.8333,70.8333,34.34,90,100,24.38,overcast clouds
473,Senneterre,CA,48.3835,-77.2328,38.46,96,100,5.57,moderate rain
474,Manokwari,ID,-0.8667,134.0833,78.82,76,100,4.47,overcast clouds
475,Jutai,BR,-5.1833,-68.9,81.05,83,56,0.27,broken clouds
476,Nepa Nagar,IN,21.4667,76.4,91.17,39,8,15.01,clear sky
477,Port Keats,AU,-14.25,129.55,74.73,45,46,7.05,scattered clouds
478,Pontian Kecil,MY,1.4801,103.3899,79.12,80,55,3.8,broken clouds
479,Acarau,BR,-2.8856,-40.12,82.9,73,53,9.08,broken clouds
480,Prince Rupert,CA,54.3161,-130.3201,51.89,69,0,4.61,clear sky
481,Waynesboro,US,38.0685,-78.8895,85.08,59,0,4.61,clear sky
482,Dunedin,NZ,-45.8742,170.5036,46.8,67,100,21.0,overcast clouds
483,Gladstone,AU,-23.85,151.25,66.13,77,75,10.36,broken clouds
484,Santa Maria,BR,-29.6842,-53.8069,61.9,72,0,3.44,clear sky
485,Kajaani,FI,64.2273,27.7285,59.05,47,92,8.05,overcast clouds
486,Lukulu,ZM,-14.3707,23.242,66.43,35,88,4.88,overcast clouds
487,Bure,ET,10.7,37.0667,72.32,46,97,7.58,overcast clouds
488,Kungurtug,RU,50.5994,97.5228,55.96,36,90,2.62,overcast clouds
489,Lobito,AO,-12.3481,13.5456,75.69,70,30,6.06,scattered clouds
490,Andra,RU,62.5147,65.8878,46.99,96,100,8.3,heavy intensity rain
491,Romos,RO,45.8333,23.2833,64.22,64,56,6.04,broken clouds
492,Buraydah,SA,26.326,43.975,104.45,7,0,10.27,clear sky
493,Sakakah,SA,29.9697,40.2064,103.57,13,89,22.82,overcast clouds
494,Pimenta Bueno,BR,-11.6725,-61.1936,84.87,51,2,1.07,clear sky
495,Aksu,CN,41.1231,80.2644,78.21,23,98,10.04,overcast clouds
496,Koulikoro,ML,14.0,-7.75,99.99,18,100,6.49,overcast clouds
497,Mahon,ES,39.8885,4.2658,84.76,37,0,6.91,clear sky
498,Qui Nhon,VN,13.7667,109.2333,79.38,86,100,6.2,overcast clouds
499,Baykit,RU,61.67,96.37,50.0,90,4,4.16,clear sky
500,Rivne,UA,50.6231,26.2274,49.91,83,95,14.23,overcast clouds
501,Nanortalik,GL,60.1432,-45.2371,37.87,96,100,14.74,light rain
502,General Roca,AR,-39.0333,-67.5833,64.0,16,100,17.4,light rain
503,Luganville,VU,-15.5333,167.1667,77.52,88,18,1.34,few clouds
504,Teya,RU,60.3778,92.6267,46.74,84,0,1.72,clear sky
505,Guilin,CN,25.2819,110.2864,66.31,98,100,4.74,overcast clouds
506,Quanzhou,CN,24.9139,118.5858,67.55,90,100,4.63,overcast clouds
507,Prince George,CA,53.9166,-122.753,52.63,50,0,11.5,clear sky
508,Majene,ID,-3.5403,118.9707,78.87,85,96,7.9,overcast clouds
509,Naziya,RU,59.8,31.3833,52.56,99,0,6.96,clear sky
510,Itarema,BR,-2.9248,-39.9167,83.21,72,61,9.48,broken clouds
511,Kununurra,AU,-15.7667,128.7333,64.38,72,97,3.44,overcast clouds
512,Sedhiou,SN,12.7081,-15.5569,101.62,17,78,5.35,broken clouds
513,Horsham,GB,51.064,-0.3272,73.72,43,0,9.22,clear sky
514,Kosh-Agach,RU,50.0,88.6667,63.3,28,100,6.02,overcast clouds
515,Qiqihar,CN,47.3408,123.9672,70.43,27,90,18.21,overcast clouds
516,Warrington,GB,53.3925,-2.5802,68.86,68,40,13.8,scattered clouds
517,Grand Gaube,MU,-20.0064,57.6608,75.6,78,5,1.99,clear sky
518,Opunake,NZ,-39.4556,173.8583,53.85,80,56,14.83,broken clouds
519,Aitape,PG,-3.1374,142.3475,77.99,87,79,4.25,broken clouds
520,Krugersdorp,ZA,-26.0858,27.7752,53.62,71,44,7.65,scattered clouds
521,Cherepanovo,RU,54.2222,83.381,57.33,93,27,6.91,scattered clouds
522,Dejen,ET,10.1667,38.1333,72.21,18,63,0.56,broken clouds
523,Pokrovsk,UA,48.282,37.1758,55.31,77,74,15.88,broken clouds
524,Xingyi,CN,24.1877,102.817,57.31,97,100,2.62,overcast clouds
525,Varkaus,FI,62.3153,27.873,58.3,38,82,3.31,broken clouds
526,Batagay,RU,67.6333,134.6333,40.68,74,36,2.82,scattered clouds
527,Asau,RO,46.4333,26.4,67.12,68,100,3.29,overcast clouds
528,Tabas,IR,33.5959,56.9244,80.33,18,1,8.19,clear sky
529,Lannion,FR,48.75,-3.4167,66.74,89,75,5.75,light rain
530,Xining,CN,36.6167,101.7667,52.97,67,50,2.24,scattered clouds
531,Pokhara,NP,28.2333,83.9833,66.72,74,68,5.41,broken clouds
532,Qandala,SO,11.472,49.8728,88.18,47,80,1.39,broken clouds
533,Insar,RU,53.8653,44.3738,44.51,72,91,8.5,overcast clouds
534,Diadema,BR,-23.6861,-46.6228,68.11,65,0,8.05,clear sky
535,Bria,CF,6.5423,21.9863,82.98,63,50,2.98,scattered clouds
536,Suez,EG,29.9737,32.5263,82.18,23,0,18.01,clear sky
537,Wausau,US,44.9591,-89.6301,51.42,57,75,17.27,broken clouds
538,Muros,ES,42.7762,-9.0603,68.68,88,99,7.18,overcast clouds
539,Mnogovershinnyy,RU,53.9353,139.9242,28.47,94,90,2.59,overcast clouds
540,Glendive,US,47.1053,-104.7125,51.76,62,0,5.75,clear sky
541,Mount Isa,AU,-20.7333,139.5,58.77,77,85,1.14,overcast clouds
542,Miramar,US,25.9873,-80.2323,89.02,72,20,17.27,few clouds
543,La Tuque,CA,47.4334,-72.7824,59.25,88,100,2.3,overcast clouds
544,Tazovskiy,RU,67.4667,78.7,35.35,93,98,12.75,overcast clouds
545,Grave,NL,51.759,5.7388,75.18,48,75,4.61,broken clouds
546,Kuliyapitiya,LK,7.4688,80.0401,82.08,91,28,7.54,scattered clouds
547,Ndioum,SN,16.5129,-14.6471,100.29,11,5,13.22,clear sky
548,Darnah,LY,32.767,22.6367,70.57,55,0,22.64,clear sky
549,San Quintin,MX,30.4833,-115.95,61.81,67,42,5.61,scattered clouds
550,Goderich,CA,43.7501,-81.7165,43.92,93,100,13.8,overcast clouds
551,Talara,PE,-4.5772,-81.2719,74.16,64,0,28.77,clear sky
552,Gumla,IN,23.05,84.55,80.26,49,89,10.69,overcast clouds
553,Susangerd,IR,31.5608,48.1831,100.44,6,0,12.12,clear sky
554,Baker City,US,44.7749,-117.8344,50.59,68,0,11.5,clear sky
555,Pemangkat,ID,1.1667,108.9667,81.93,81,94,6.82,light rain
556,Namangan,UZ,40.9983,71.6726,57.65,82,100,6.91,light rain
557,Rodrigues Alves,BR,-7.738,-72.6509,82.6,61,96,3.02,overcast clouds
558,Marienburg,PL,54.0359,19.0266,56.57,85,100,13.8,overcast clouds
559,Staropavlovskaya,RU,43.8489,43.6328,78.15,61,13,4.85,few clouds
560,Statesville,US,35.7826,-80.8873,85.08,59,0,10.36,clear sky
561,Caaguazu,PY,-25.45,-56.0167,67.19,55,69,4.52,broken clouds
562,Japura,ID,-0.3167,102.35,75.16,98,20,2.68,few clouds
563,Ust-Maya,RU,60.4167,134.5333,33.75,92,13,5.23,few clouds
564,Cervo,ES,43.6702,-7.4101,60.96,92,99,10.92,overcast clouds
565,Hollins,US,37.3413,-79.9431,85.87,61,20,11.5,few clouds
566,Okhotsk,RU,59.3833,143.3,33.22,99,100,14.34,snow
567,Phulji,PK,26.8825,67.6807,106.34,12,49,12.17,scattered clouds
568,Puri,IN,19.8,85.85,81.12,86,80,0.81,broken clouds
569,Broome,US,42.2506,-75.833,85.08,57,0,14.97,clear sky
570,Aykhal,RU,66.0,111.5,49.69,65,99,4.21,overcast clouds
571,Tezu,IN,27.9167,96.1667,70.97,93,5,4.79,clear sky
572,Tenochtitlan,MX,24.0769,-104.5844,72.39,30,0,3.44,clear sky
573,Salekhard,RU,66.53,66.6019,32.68,89,100,30.11,light snow
574,Tongzi,CN,28.7829,105.0877,62.69,93,68,1.12,broken clouds
575,Yeovil,GB,50.9416,-2.6321,69.76,51,20,8.05,few clouds
576,Baherden,TM,38.4362,57.4316,73.83,33,0,14.5,clear sky
577,Keti Bandar,PK,24.1447,67.4497,82.81,88,16,24.29,few clouds
578,Kroya,ID,-7.6331,109.2461,78.19,87,87,2.89,overcast clouds
579,Port Hedland,AU,-20.3167,118.5667,77.05,100,100,5.75,overcast clouds
580,Eskil,TR,38.4017,33.4131,63.21,50,74,12.1,broken clouds
581,Port-Cartier,CA,50.0334,-66.8654,53.82,59,98,6.08,overcast clouds
582,Blagoyevo,RU,63.3667,47.9167,34.03,94,100,12.19,snow
583,Lakatoro,VU,-16.0999,167.4164,78.28,85,35,0.92,scattered clouds
584,Hamilton,US,39.1834,-84.5333,64.63,88,100,12.66,overcast clouds
585,Nador,MA,35.174,-2.9287,84.27,53,20,14.97,few clouds
586,Mayna,RU,54.1135,47.6231,43.12,77,96,5.41,overcast clouds
587,Sandy Bay,AU,-42.913,147.3532,49.89,84,100,6.91,overcast clouds
588,Teeli,RU,51.0333,90.2333,68.13,30,94,4.27,overcast clouds
589,Waingapu,ID,-9.6567,120.2641,77.68,82,66,7.67,broken clouds
590,Bhachau,IN,23.2833,70.35,85.6,69,0,23.73,clear sky
591,Mildura,AU,-34.2,142.15,51.08,84,19,10.31,few clouds
592,Ugoofaaru,MV,5.6667,73.0,83.64,79,11,13.76,few clouds
593,Barabinsk,RU,55.3571,78.357,52.29,75,100,15.79,light rain
594,Xiongyue,CN,40.1774,122.1228,64.11,66,11,7.65,few clouds
595,Pacific Grove,US,36.6177,-121.9166,51.91,93,100,3.44,overcast clouds
596,Saint-Georges,GD,12.0564,-61.7485,87.48,62,40,23.02,scattered clouds
597,Nicoya,CR,10.1483,-85.452,85.48,66,91,2.73,overcast clouds
598,Mandera,KE,3.9366,41.867,89.55,42,100,17.76,overcast clouds
599,Oistins,BB,13.0667,-59.5333,86.09,70,40,21.85,scattered clouds
600,Gat,IL,31.61,34.7642,74.8,42,0,10.85,clear sky
601,Haicheng,CN,40.8516,122.7475,66.4,59,29,5.08,scattered clouds
602,Malartic,CA,48.1335,-78.1328,38.01,95,100,5.68,moderate rain
603,Navahrudak,BY,53.6,25.8333,50.9,84,100,2.35,overcast clouds
604,Pasinler,TR,39.9803,41.6764,63.59,58,79,4.38,broken clouds
605,Pingyin,CN,36.2831,116.4453,73.11,35,70,7.49,broken clouds
606,Kamogawa,JP,35.1,140.1,62.01,89,93,8.61,overcast clouds
607,Lola,GN,7.8,-8.5333,83.84,57,100,2.51,overcast clouds
608,Jacareacanga,BR,-6.2222,-57.7528,90.46,41,6,3.94,clear sky
609,Madimba,TZ,-10.4,40.3333,77.29,81,29,8.57,scattered clouds
610,Eirunepe,BR,-6.6603,-69.8736,85.59,60,55,1.1,broken clouds
611,Manicore,BR,-5.8092,-61.3003,85.95,62,0,4.61,clear sky
612,Cartagena Del Chaira,CO,1.3349,-74.8429,83.32,65,60,2.89,broken clouds
613,Salima,MW,-13.7804,34.4587,70.75,66,90,2.68,overcast clouds
614,Kalianget,ID,-7.05,113.9333,82.63,74,99,12.26,overcast clouds
615,Sept-Iles,CA,50.2001,-66.3821,54.12,71,75,6.91,broken clouds
616,San Clemente,US,33.427,-117.612,66.7,82,48,3.0,scattered clouds
617,Peredovaya,RU,44.1172,41.4756,59.61,86,5,3.2,clear sky
618,Waspan,NI,14.7419,-83.9717,74.73,95,100,2.06,overcast clouds
619,Sembe,CG,1.6481,14.5806,79.41,84,97,2.75,light rain
620,Pawai,IN,24.2667,80.1667,95.25,22,72,5.79,broken clouds
621,Ende,ID,-8.8432,121.6623,76.19,84,68,3.09,broken clouds
622,Ayan,RU,56.45,138.1667,31.64,91,98,1.32,overcast clouds
623,Campo Verde,BR,-20.4167,-54.0667,75.11,29,6,6.29,clear sky
624,Malinao,PH,7.5917,124.6889,69.08,94,97,1.9,light rain
625,Erenhot,CN,43.6475,111.9767,69.13,36,54,3.13,broken clouds
626,Jacmel,HT,18.2342,-72.5347,87.64,62,85,7.34,overcast clouds
627,Sidi Ali,DZ,36.0998,0.4206,72.73,64,8,9.01,clear sky
628,Vicuna,CL,-30.0319,-70.7081,80.76,17,4,6.6,clear sky
629,La Ronge,CA,55.1001,-105.2842,57.45,24,40,9.22,scattered clouds
630,Pasighat,IN,28.0667,95.3333,72.55,92,8,4.16,clear sky
631,Ranong,TH,9.9658,98.6348,81.05,86,100,14.14,heavy intensity rain
632,Bafq,IR,31.6128,55.4107,80.13,10,0,8.66,clear sky
633,Sturgis,US,41.7992,-85.4192,57.0,82,100,10.36,overcast clouds
634,San Pablo,PH,14.0669,121.3258,76.91,94,99,0.72,overcast clouds
635,Foam Lake,CA,51.65,-103.5343,51.82,40,32,8.72,scattered clouds
636,Ulagan,RU,50.6321,87.9563,58.78,57,100,2.71,overcast clouds
637,Daru,PG,-9.0763,143.2092,80.26,80,50,13.27,scattered clouds
638,Khandbari,NP,27.3747,87.2039,68.0,82,37,3.4,scattered clouds
639,Marystown,CA,47.1666,-55.1483,53.92,58,99,11.99,overcast clouds
640,Buchanan,LR,5.8808,-10.0467,77.56,87,100,6.46,light rain
641,Seddon,AU,-37.8068,144.8916,49.37,92,100,4.61,overcast clouds
642,Ketchikan,US,55.3422,-131.6461,53.87,60,86,4.52,overcast clouds
643,Beaufort,MY,5.3473,115.7455,75.85,95,100,2.75,heavy intensity rain
644,Fangshan,CN,39.6983,115.9925,78.24,30,73,4.09,broken clouds
645,Rosarito,MX,32.3333,-117.0333,64.47,63,5,3.06,clear sky
646,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,66.94,54,100,10.63,overcast clouds
647,Houma,US,29.5958,-90.7195,82.99,81,75,11.5,broken clouds
648,Halden,NO,59.1226,11.3871,63.63,52,64,4.92,broken clouds
649,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,65,4,7.94,clear sky
650,Naples,IT,40.8333,14.25,77.86,72,7,9.22,clear sky
651,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,87.01,34,0,3.85,clear sky
652,Strezhevoy,RU,60.7333,77.5889,66.85,55,86,17.85,overcast clouds
653,Sembakung,ID,3.8167,117.25,73.9,98,99,2.01,overcast clouds
654,Gizo,SB,-8.103,156.8419,82.04,75,14,5.86,few clouds
655,Hambantota,LK,6.1241,81.1185,80.94,94,20,6.91,few clouds
656,Buy,RU,58.4786,41.53,40.08,59,100,8.34,overcast clouds
657,Pando,UY,-34.7167,-55.95,63.0,82,0,0.0,clear sky
658,Nyurba,RU,63.2842,118.3319,47.34,74,95,1.41,overcast clouds
659,Novobirilyussy,RU,56.9514,90.6661,56.3,55,100,8.03,overcast clouds
660,Kavaratti,IN,10.5669,72.642,83.55,79,100,18.07,overcast clouds
661,Laguna,US,38.421,-121.4238,74.08,52,0,1.01,clear sky
662,Qujing,CN,25.4833,103.7833,56.52,95,100,2.62,overcast clouds
663,Vallenar,CL,-28.5708,-70.7581,76.86,20,1,4.45,clear sky
664,Hammerfest,NO,70.6634,23.6821,52.25,58,40,6.91,scattered clouds
665,Pueblo,US,38.2545,-104.6091,42.75,78,100,4.61,overcast clouds
666,Visby,SE,57.6409,18.296,58.05,71,0,11.5,clear sky
667,Tilichiki,RU,60.4667,166.1,31.98,92,44,4.43,scattered clouds
668,Gondanglegi,ID,-7.7479,112.0132,75.76,91,92,3.31,overcast clouds
669,Lumeje,AO,-11.55,20.7833,73.15,40,69,5.41,broken clouds
670,Ahuimanu,US,21.4447,-157.8378,75.2,78,75,9.22,broken clouds
671,Karamursel,TR,40.6914,29.6157,75.88,68,27,4.05,scattered clouds
672,North Bend,US,43.4065,-124.2243,51.93,93,100,4.61,overcast clouds
673,Mbaiki,CF,3.8678,17.9892,85.41,51,75,1.79,broken clouds
674,Pueblo Nuevo,MX,23.3833,-105.3833,73.4,20,38,4.97,scattered clouds
675,Newport,GB,51.5877,-2.9984,69.08,68,92,8.52,overcast clouds
676,Avera,US,33.194,-82.5271,80.65,49,68,10.63,broken clouds
677,Benguela,AO,-12.5763,13.4055,76.59,65,38,6.76,scattered clouds
678,Cascas,PE,-7.4833,-78.8167,75.85,55,7,9.33,clear sky
679,Berezovyy,RU,51.6667,135.7,36.61,91,94,0.94,overcast clouds
680,Tojsici,BA,44.5011,18.7856,75.72,53,20,4.61,few clouds
681,Whitefish,US,48.4111,-114.3376,48.88,61,0,5.75,clear sky
682,Linjiang,CN,41.8069,126.9078,52.02,74,3,1.41,clear sky
683,Molteno,ZA,-31.3968,26.3625,51.08,74,39,4.97,scattered clouds
684,Binga,ZW,-17.6203,27.3414,67.69,28,12,3.42,few clouds
685,Plouzane,FR,48.3833,-4.6167,68.05,78,100,8.05,light rain
686,Ormara,PK,25.2088,64.6357,82.89,90,3,15.12,clear sky
687,Hajnowka,PL,52.7433,23.5812,49.1,91,100,7.67,overcast clouds
688,Kokologo,BF,12.1897,-1.8856,93.06,31,93,5.32,light rain
689,Kahului,US,20.8947,-156.47,74.84,73,100,8.01,overcast clouds
690,Lazaro Cardenas,MX,17.9583,-102.2,82.31,64,64,5.19,broken clouds
691,Semporna,MY,4.4818,118.6112,80.26,83,100,5.46,overcast clouds
692,Neiafu,TO,-18.65,-173.9833,74.08,94,40,0.0,scattered clouds
693,Srednekolymsk,RU,67.45,153.6833,47.73,57,100,7.54,overcast clouds
694,Fort Nelson,CA,58.8053,-122.7002,44.19,76,75,0.0,broken clouds
695,Vanimo,PG,-2.6741,141.3028,78.84,87,95,3.65,overcast clouds
696,Whitianga,NZ,-36.8333,175.7,58.24,76,73,10.13,broken clouds
697,Sabla,NG,12.7525,4.7077,96.57,30,79,8.63,broken clouds
698,Constantine,DZ,36.365,6.6147,94.41,15,20,9.22,few clouds
699,Newport News,US,36.9788,-76.428,87.82,69,0,14.97,clear sky
700,San Ignacio,BZ,17.1561,-89.0714,89.74,62,40,0.0,scattered clouds
701,Ajdabiya,LY,30.7554,20.2263,71.69,44,0,12.91,clear sky
702,Manono,CD,-7.3,27.4167,81.97,47,74,2.04,broken clouds
703,Alyangula,AU,-13.8483,136.4192,78.03,80,30,11.14,scattered clouds
704,Amazar,RU,53.858,120.875,40.08,98,100,4.05,overcast clouds
705,Poum,NC,-20.2333,164.0167,78.17,82,78,14.74,broken clouds
706,Estelle,US,29.8458,-90.1067,84.99,67,75,10.36,broken clouds
